Kind,Name,AvgCyclomatic,CountDeclClass,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,RatioCommentToCode,MaxCyclomatic,SumCyclomatic,CountDeclFunction
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.create.CreateDataConnectorOperation,4,,38,5,29,6,19,5,,,12,20,5,,17,0.17,6,7,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.desc.DescDataConnectorAnalyzer,2,,30,6,21,9,12,3,,,11,15,7,,12,0.14,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.desc.DescDataConnectorDesc,1,,44,8,33,19,11,3,,,13,19,12,,7,0.09,2,6,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.desc.DescDataConnectorOperation,3,,31,4,24,7,14,3,,,9,15,6,,11,0.13,4,5,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.drop.DropDataConnectorAnalyzer,2,,27,4,19,9,10,4,,,9,13,7,,10,0.21,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.drop.DropDataConnectorDesc,1,,25,4,18,10,5,3,,,7,11,7,,4,0.17,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.drop.DropDataConnectorOperation,2,,19,2,14,4,6,3,,,4,8,3,,5,0.21,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.show.ShowDataConnectorsAnalyzer,2,,27,5,19,8,10,3,,,9,13,6,,10,0.16,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.show.ShowDataConnectorsDesc,1,,27,5,19,11,6,3,,,8,12,8,,4,0.16,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.show.ShowDataConnectorsOperation,2,,33,4,25,8,16,4,,,12,17,7,,14,0.16,3,5,
Public Class,org.apache.hadoop.hive.ql.ddl.function.create.CreateFunctionAnalyzer,3,,67,12,51,20,34,4,,,26,37,18,,31,0.08,6,10,
Public Class,org.apache.hadoop.hive.ql.ddl.function.create.CreateFunctionDesc,1,,50,7,36,19,11,7,,,16,23,13,,10,0.19,2,7,
Public Class,org.apache.hadoop.hive.ql.ddl.function.create.CreateFunctionOperation,3,,172,17,140,31,98,15,,,64,95,30,,79,0.11,7,31,
Public Class,org.apache.hadoop.hive.ql.ddl.function.desc.DescFunctionAnalyzer,2,,28,5,20,9,11,3,,,10,14,7,,11,0.15,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.function.desc.DescFunctionDesc,1,,33,6,24,13,8,3,,,11,16,10,,6,0.13,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.function.desc.DescFunctionOperation,5,,71,8,60,14,37,3,,,23,40,12,,34,0.05,6,18,
Public Class,org.apache.hadoop.hive.ql.ddl.function.drop.DropFunctionAnalyzer,3,,33,4,26,11,16,4,,,12,18,9,,15,0.15,4,5,
Public Class,org.apache.hadoop.hive.ql.ddl.function.drop.DropFunctionDesc,1,,36,5,24,13,7,7,,,10,15,9,,6,0.29,2,5,
Public Class,org.apache.hadoop.hive.ql.ddl.function.drop.DropFunctionOperation,3,,75,8,61,12,40,6,,,27,41,11,,33,0.10,4,13,
Public Class,org.apache.hadoop.hive.ql.ddl.function.macro.create.CreateMacroAnalyzer,2,,86,12,69,30,45,5,,,32,47,25,,38,0.07,4,12,
Public Class,org.apache.hadoop.hive.ql.ddl.function.macro.create.CreateMacroDesc,1,,51,8,38,18,13,5,,,15,23,13,,10,0.13,1,8,
Public Class,org.apache.hadoop.hive.ql.ddl.function.macro.create.CreateMacroOperation,1,,15,1,11,4,4,3,,,3,6,3,,3,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.function.macro.drop.DropMacroAnalyzer,2,,30,4,22,10,12,4,,,10,15,8,,12,0.18,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.function.macro.drop.DropMacroDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.function.macro.drop.DropMacroOperation,2,,19,1,15,4,7,3,,,5,9,3,,6,0.20,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.function.reload.ReloadFunctionsAnalyzer,1,,14,1,10,5,2,3,,,2,5,3,,2,0.30,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.function.reload.ReloadFunctionsDesc,0,,8,0,4,3,1,4,,,1,2,2,,0,1.00,0,0,
Public Class,org.apache.hadoop.hive.ql.ddl.function.reload.ReloadFunctionsOperation,2,,20,1,16,4,8,3,,,6,10,3,,7,0.19,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.function.show.ShowFunctionsAnalyzer,2,,29,3,23,8,13,3,,,12,16,6,,12,0.13,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.function.show.ShowFunctionsDesc,1,,31,6,22,12,7,3,,,9,14,9,,5,0.14,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.function.show.ShowFunctionsOperation,2,,46,6,37,9,23,3,,,16,25,9,,18,0.08,4,8,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.conf.ShowConfAnalyzer,1,,22,3,16,8,8,3,,,8,11,6,,8,0.19,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.conf.ShowConfDesc,1,,27,5,19,11,6,3,,,8,12,8,,4,0.16,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.conf.ShowConfOperation,3,,33,3,27,7,16,3,,,12,19,6,,16,0.11,4,5,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.flags.ReplRemoveFirstIncLoadPendFlagDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.flags.ReplRemoveFirstIncLoadPendFlagOperation,3,,26,3,19,8,10,4,,,8,14,8,,10,0.21,4,5,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.hooks.InsertCommitHookDesc,1,,25,4,18,10,5,3,,,7,11,7,,4,0.17,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.hooks.InsertCommitHookOperation,2,,26,3,20,6,11,3,,,8,13,5,,9,0.15,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.metadata.CacheMetadataAnalyzer,2,,29,3,21,9,11,5,,,10,14,7,,10,0.24,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.metadata.CacheMetadataDesc,1,,46,7,36,18,10,3,,,14,22,12,,10,0.08,1,7,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.metadata.CacheMetadataOperation,1,,15,1,11,4,4,3,,,3,6,3,,3,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.msck.MsckAnalyzer,3,,64,8,49,18,32,7,,,22,32,15,,23,0.14,8,11,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.msck.MsckDesc,1,,56,8,45,25,13,3,,,19,27,15,,12,0.07,1,7,
Public Class,org.apache.hadoop.hive.ql.ddl.misc.msck.MsckOperation,3,,45,3,36,13,26,6,,,17,23,10,,19,0.17,4,5,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.PrincipalDesc,1,,25,4,18,10,5,3,,,7,11,7,,4,0.17,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.PrivilegeDesc,1,,26,4,19,10,6,3,,,8,12,7,,5,0.16,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.PrivilegeObjectDesc,1,,38,6,29,15,9,3,,,13,19,11,,8,0.10,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.grant.GrantAnalyzer,1,,22,2,17,8,5,3,,,4,9,5,,5,0.18,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.grant.GrantDesc,1,,52,8,41,21,13,3,,,19,27,15,,12,0.07,1,7,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.grant.GrantOperation,1,,28,4,20,13,12,4,,,8,11,8,,8,0.20,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.revoke.RevokeAnalyzer,1,,22,2,17,8,5,3,,,4,9,5,,5,0.18,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.revoke.RevokeDesc,1,,39,6,30,16,9,3,,,13,19,11,,8,0.10,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.revoke.RevokeOperation,1,,27,4,19,12,11,4,,,8,11,8,,8,0.21,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.create.CreateRoleAnalyzer,1,,22,2,17,8,5,3,,,4,9,5,,5,0.18,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.create.CreateRoleDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.create.CreateRoleOperation,1,,15,1,11,5,4,3,,,4,7,4,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.drop.DropRoleAnalyzer,1,,22,2,17,8,5,3,,,4,9,5,,5,0.18,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.drop.DropRoleDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.drop.DropRoleOperation,1,,15,1,11,5,4,3,,,4,7,4,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.grant.GrantRoleAnalyzer,1,,22,2,17,8,5,3,,,4,9,5,,5,0.18,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.grant.GrantRoleDesc,1,,36,6,27,13,8,3,,,12,18,10,,8,0.11,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.grant.GrantRoleOperation,2,,25,4,18,8,10,3,,,7,11,6,,7,0.17,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.revoke.RevokeRoleAnalyzer,1,,22,2,17,8,5,3,,,4,9,5,,5,0.18,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.revoke.RevokeRoleDesc,1,,36,6,27,13,8,3,,,12,18,10,,8,0.11,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.revoke.RevokeRoleOperation,2,,25,4,18,8,10,3,,,7,11,6,,7,0.17,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.set.SetRoleAnalyzer,1,,20,2,15,8,4,3,,,4,8,5,,4,0.20,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.set.SetRoleDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.set.SetRoleOperation,1,,15,1,11,5,4,3,,,4,7,4,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.show.ShowCurrentRoleAnalyzer,1,,25,3,19,9,7,3,,,7,11,5,,7,0.16,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.show.ShowCurrentRoleDesc,1,,17,3,11,6,3,3,,,4,7,5,,2,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.show.ShowCurrentRoleOperation,1,,17,2,12,6,5,3,,,5,8,5,,5,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.show.ShowRolesAnalyzer,1,,27,3,21,9,9,3,,,7,12,5,,8,0.14,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.show.ShowRolesDesc,1,,19,4,12,7,4,3,,,5,8,6,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.role.show.ShowRolesOperation,1,,16,1,12,6,5,3,,,5,8,5,,5,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.grant.ShowGrantAnalyzer,1,,26,3,20,8,8,3,,,7,12,5,,8,0.15,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.grant.ShowGrantDesc,1,,34,5,26,13,9,3,,,10,15,9,,6,0.12,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.grant.ShowGrantOperation,2,,63,5,54,14,39,4,,,28,39,14,,33,0.07,4,7,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.principals.ShowPrincipalsAnalyzer,1,,27,3,21,9,9,3,,,7,12,5,,8,0.14,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.principals.ShowPrincipalsDesc,1,,28,5,20,11,7,3,,,8,12,8,,4,0.15,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.principals.ShowPrincipalsOperation,2,,37,3,29,9,18,5,,,16,23,9,,18,0.17,4,6,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.rolegrant.ShowRoleGrantAnalyzer,1,,27,3,21,9,9,3,,,7,12,5,,8,0.14,2,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.rolegrant.ShowRoleGrantDesc,1,,34,6,25,13,9,3,,,11,16,10,,6,0.12,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.privilege.show.rolegrant.ShowRoleGrantOperation,2,,35,3,28,10,17,4,,,14,21,9,,16,0.14,4,6,
Public Class,org.apache.hadoop.hive.ql.ddl.process.abort.AbortTransactionsAnalyzer,2,,19,1,15,7,6,3,,,5,10,6,,6,0.20,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.process.abort.AbortTransactionsDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.process.abort.AbortTransactionsOperation,1,,14,1,10,4,3,3,,,3,6,3,,3,0.30,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.process.abort.compaction.AbortCompactionsAnalyzer,2,,18,2,16,7,7,0,,,6,11,6,,7,0.00,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.process.abort.compaction.AbortCompactionsDesc,1,,23,4,16,9,5,3,,,7,11,7,,4,0.19,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.process.abort.compaction.AbortCompactionsOperation,2,,47,5,39,8,25,3,,,21,30,8,,24,0.08,4,7,
Public Class,org.apache.hadoop.hive.ql.ddl.process.kill.KillQueriesAnalyzer,2,,22,3,16,7,7,3,,,6,11,6,,7,0.19,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.process.kill.KillQueriesDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.process.kill.KillQueriesOperation,2,,20,2,15,6,7,3,,,6,11,6,,6,0.20,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.process.show.compactions.ShowCompactionsAnalyzer,4,,111,6,102,47,62,3,,,49,61,27,,41,0.03,12,20,
Public Class,org.apache.hadoop.hive.ql.ddl.process.show.compactions.ShowCompactionsDesc,1,,86,12,69,36,23,5,,,32,44,24,,20,0.07,1,11,
Public Class,org.apache.hadoop.hive.ql.ddl.process.show.compactions.ShowCompactionsOperation,6,,155,5,144,13,118,6,,,103,123,13,,116,0.04,12,29,
Public Class,org.apache.hadoop.hive.ql.ddl.process.show.transactions.ShowTransactionsAnalyzer,1,,20,2,15,7,7,3,,,7,10,5,,7,0.20,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.process.show.transactions.ShowTransactionsDesc,1,,20,4,13,8,4,3,,,5,8,6,,2,0.23,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.process.show.transactions.ShowTransactionsOperation,2,,61,6,50,8,36,5,,,32,41,8,,35,0.10,4,7,
Public Class,org.apache.hadoop.hive.ql.ddl.table.AlterTableAnalyzerCategory,1,,11,0,7,4,1,4,,,1,3,2,,1,0.57,1,1,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.add.AlterTableAddColumnsAnalyzer,2,,28,3,22,10,11,3,,,9,14,7,,10,0.14,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.add.AlterTableAddColumnsDesc,1,,30,5,21,11,6,4,,,7,12,7,,5,0.19,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.add.AlterTableAddColumnsOperation,4,,36,4,28,8,17,4,,,12,21,9,,16,0.14,6,7,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.change.AlterTableChangeColumnAnalyzer,7,,124,10,107,28,87,7,,,58,70,24,,54,0.07,10,20,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.change.AlterTableChangeColumnDesc,1,,63,10,50,27,15,3,,,21,30,16,,14,0.06,1,8,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.change.AlterTableChangeColumnOperation,8,,73,9,60,15,42,4,,,29,45,14,,38,0.07,15,16,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.replace.AlterTableReplaceColumnsAnalyzer,2,,28,3,22,10,11,3,,,9,14,7,,10,0.14,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.replace.AlterTableReplaceColumnsDesc,1,,30,5,21,11,6,4,,,7,12,7,,5,0.19,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.replace.AlterTableReplaceColumnsOperation,4,,46,6,35,13,24,5,,,15,23,10,,20,0.14,6,7,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.show.ShowColumnsAnalyzer,5,,60,6,49,12,36,9,,,26,34,10,,30,0.18,9,10,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.show.ShowColumnsDesc,1,,41,7,31,17,10,3,,,14,20,12,,8,0.10,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.show.ShowColumnsOperation,2,,81,10,64,19,40,7,,,29,46,21,,35,0.11,4,13,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.update.AlterTableUpdateColumnsAnalyzer,2,,23,3,17,9,7,3,,,6,10,6,,7,0.18,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.update.AlterTableUpdateColumnsDesc,1,,17,2,12,7,3,3,,,3,6,4,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.column.update.AlterTableUpdateColumnsOperation,2,,33,3,26,11,17,4,,,11,16,8,,13,0.15,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.constraint.Constraints,1,,48,8,37,17,13,3,,,19,27,15,,12,0.08,1,7,
Public Class,org.apache.hadoop.hive.ql.ddl.table.constraint.add.AlterTableAddConstraintAnalyzer,4,,50,4,41,15,29,5,,,21,26,11,,23,0.12,6,7,
Public Class,org.apache.hadoop.hive.ql.ddl.table.constraint.add.AlterTableAddConstraintDesc,1,,17,2,12,7,3,3,,,3,6,4,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.constraint.add.AlterTableAddConstraintOperation,4,,61,3,49,6,30,9,,,15,29,5,,25,0.18,10,13,
Public Class,org.apache.hadoop.hive.ql.ddl.table.constraint.drop.AlterTableDropConstraintAnalyzer,2,,30,3,24,11,14,3,,,12,16,8,,12,0.13,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.constraint.drop.AlterTableDropConstraintDesc,1,,56,10,43,22,12,3,,,16,26,15,,11,0.07,1,9,
Public Class,org.apache.hadoop.hive.ql.ddl.table.constraint.drop.AlterTableDropConstraintOperation,2,,28,3,20,4,11,5,,,6,11,3,,8,0.25,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.convert.AlterTableConvertAnalyzer,2,,28,3,21,11,11,4,,,10,14,8,,11,0.19,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.convert.AlterTableConvertDesc,1,,29,5,21,11,6,3,,,7,12,7,,5,0.14,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.convert.AlterTableConvertOperation,2,,60,12,41,17,17,7,,,15,26,13,,16,0.17,4,7,
Public Class,org.apache.hadoop.hive.ql.ddl.table.create.CreateTableDesc,2,,833,113,623,215,313,99,,,257,398,156,,273,0.16,38,142,
Public Class,org.apache.hadoop.hive.ql.ddl.table.create.CreateTableOperation,3,,170,15,118,28,84,39,,,49,73,27,,59,0.33,8,23,
Public Class,org.apache.hadoop.hive.ql.ddl.table.create.like.CreateTableLikeDesc,1,,107,16,88,44,30,3,,,42,58,30,,29,0.03,1,15,
Public Class,org.apache.hadoop.hive.ql.ddl.table.create.like.CreateTableLikeOperation,3,,146,24,110,17,74,12,,,53,78,16,,67,0.11,5,23,
Public Class,org.apache.hadoop.hive.ql.ddl.table.create.show.ShowCreateTableAnalyzer,2,,31,5,22,10,13,4,,,11,15,7,,12,0.18,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.create.show.ShowCreateTableDesc,1,,41,7,31,17,10,3,,,14,20,12,,8,0.10,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.table.create.show.ShowCreateTableOperation,3,,38,2,32,9,21,4,,,16,22,8,,18,0.13,5,6,
Public Class,org.apache.hadoop.hive.ql.ddl.table.drop.DropTableAnalyzer,3,,37,4,28,15,18,5,,,15,20,13,,17,0.18,4,5,
Public Class,org.apache.hadoop.hive.ql.ddl.table.drop.DropTableDesc,1,,51,8,36,17,12,7,,,17,25,14,,11,0.19,2,8,
Public Class,org.apache.hadoop.hive.ql.ddl.table.drop.DropTableOperation,5,,91,7,56,12,36,30,,,21,38,11,,33,0.54,12,15,
Public Class,org.apache.hadoop.hive.ql.ddl.table.execute.AlterTableExecuteAnalyzer,3,,148,13,130,56,89,5,,,68,86,42,,71,0.04,7,25,
Public Class,org.apache.hadoop.hive.ql.ddl.table.execute.AlterTableExecuteDesc,1,,29,5,21,11,6,3,,,7,12,7,,5,0.14,1,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.execute.AlterTableExecuteOperation,1,,16,2,11,5,4,3,,,4,7,4,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.desc.DescTableAnalyzer,6,,148,20,90,24,64,38,,,45,65,22,,53,0.42,10,22,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.desc.DescTableDesc,1,,89,13,72,36,35,4,,,29,40,23,,20,0.06,2,10,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.desc.DescTableOperation,4,,240,24,201,67,144,15,,,87,129,55,,109,0.07,11,47,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.desc.formatter.JsonDescTableFormatter,5,,239,18,218,37,138,3,,,77,147,33,,120,0.01,11,68,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.properties.ShowTablePropertiesAnalyzer,2,,26,5,18,9,10,4,,,10,13,7,,10,0.22,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.properties.ShowTablePropertiesDesc,1,,38,7,28,15,9,3,,,12,18,11,,7,0.11,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.properties.ShowTablePropertiesOperation,4,,54,6,44,12,32,4,,,23,32,12,,26,0.09,7,8,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.status.ShowTableStatusAnalyzer,4,,47,6,37,11,24,4,,,18,27,10,,22,0.11,7,8,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.status.ShowTableStatusDesc,1,,45,8,34,18,11,3,,,15,22,13,,9,0.09,1,6,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.status.ShowTableStatusOperation,4,,49,2,44,13,32,3,,,22,31,13,,26,0.07,6,8,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.status.formatter.JsonShowTableStatusFormatter,3,,57,7,47,12,31,3,,,19,28,9,,23,0.06,4,8,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.status.formatter.TextShowTableStatusFormatter,3,,104,16,83,19,59,5,,,51,64,14,,55,0.06,11,20,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.tables.ShowTablesAnalyzer,4,,49,6,40,13,28,7,,,23,32,12,,25,0.17,7,8,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.tables.ShowTablesDesc,1,,59,10,45,24,15,4,,,20,29,17,,12,0.09,2,9,
Public Class,org.apache.hadoop.hive.ql.ddl.table.info.show.tables.ShowTablesOperation,3,,57,7,47,16,31,3,,,22,33,15,,27,0.06,4,11,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.LockTableAnalyzer,2,,30,4,21,11,12,5,,,10,14,8,,10,0.24,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.LockTableDesc,1,,41,7,31,14,11,3,,,16,23,13,,10,0.10,1,6,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.LockTableOperation,1,,15,1,11,6,4,3,,,4,7,5,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.UnlockTableAnalyzer,2,,28,4,19,9,10,5,,,9,13,7,,9,0.26,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.UnlockTableDesc,1,,23,4,16,8,5,3,,,7,11,7,,4,0.19,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.UnlockTableOperation,1,,15,1,11,6,4,3,,,4,7,5,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.show.ShowDbLocksAnalyzer,1,,28,5,19,9,11,4,,,11,14,7,,11,0.21,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.show.ShowLocksAnalyzer,4,,46,5,35,13,22,6,,,19,27,11,,20,0.17,6,7,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.show.ShowLocksDesc,1,,70,11,56,26,24,3,,,28,38,19,,19,0.05,2,10,
Public Class,org.apache.hadoop.hive.ql.ddl.table.lock.show.ShowLocksOperation,4,,208,19,181,26,142,10,,,111,143,29,,129,0.06,11,32,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.columnstats.AlterTableUpdateColumnStatistictAnalyzer,2,,43,8,31,15,17,4,,,13,21,12,,16,0.13,3,6,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.owner.AlterTableSetOwnerAnalyzer,2,,30,6,21,8,10,3,,,8,13,5,,10,0.14,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.owner.AlterTableSetOwnerDesc,1,,24,4,17,9,5,3,,,6,10,6,,4,0.18,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.owner.AlterTableSetOwnerOperation,2,,16,1,12,4,4,3,,,3,7,3,,4,0.25,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.preinsert.PreInsertTableDesc,1,,21,3,15,7,4,3,,,6,10,6,,4,0.20,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.preinsert.PreInsertTableOperation,2,,25,3,19,6,10,3,,,7,12,5,,8,0.16,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.properties.AlterTableSetPropertiesAnalyzer,1,,16,2,11,6,2,3,,,2,5,3,,2,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.properties.AlterTableSetPropertiesDesc,1,,31,4,24,13,8,3,,,10,14,8,,6,0.13,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.properties.AlterTableSetPropertiesOperation,5,,118,12,97,25,69,9,,,42,69,25,,59,0.09,14,23,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.properties.AlterTableUnsetPropertiesAnalyzer,1,,15,2,10,5,2,3,,,2,5,3,,2,0.30,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.table.misc.properties.AlterTableUnsetPropertiesDesc,1,,28,4,21,12,6,3,,,8,12,7,,5,0.14,1,3,
