Kind,Name,AvgCyclomatic,CountDeclClass,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,RatioCommentToCode,MaxCyclomatic,SumCyclomatic,CountDeclFunction
Public Class,org.apache.hadoop.hive.ql.io.orc.OrcRawRecordMerger,3,,1420,72,968,324,555,388,,,443,644,254,,439,0.40,25,72,
Public Class,org.apache.hadoop.hive.ql.io.orc.OrcRecordUpdater,3,,763,61,602,174,402,115,,,311,418,149,,305,0.19,15,86,
Public Class,org.apache.hadoop.hive.ql.io.orc.OrcSerde,2,,166,21,136,44,74,9,,,65,94,36,,67,0.07,9,26,
Public Class,org.apache.hadoop.hive.ql.io.orc.OrcSplit,2,,346,37,252,97,155,57,,,128,175,83,,116,0.23,12,56,
Public Class,org.apache.hadoop.hive.ql.io.orc.ReaderImpl,1,,81,15,60,28,19,6,,,16,31,15,,17,0.10,3,13,
Public Class,org.apache.hadoop.hive.ql.io.orc.RecordReaderImpl,5,,911,41,851,204,545,19,,,390,558,142,,428,0.02,19,185,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestFixAcidKeyIndex,1,,303,43,211,87,138,49,,,126,154,70,,113,0.23,2,13,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestInputOutputFormat,4,,4216,325,3646,977,2800,348,,,2159,2658,867,,2198,0.10,19,266,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestNewInputOutputFormat,2,,386,37,344,137,278,5,,,235,261,96,,230,0.01,3,9,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcFile,4,,2124,125,1936,494,1641,68,,,1190,1366,406,,1167,0.04,12,130,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcFileStripeMergeRecordReader,1,,112,16,92,40,58,4,,,52,63,34,,42,0.04,2,7,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcRawRecordMerger,2,,1450,194,1173,337,960,84,,,800,909,297,,787,0.07,12,82,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcRecordUpdater,2,,313,28,264,67,228,21,,,181,198,59,,176,0.08,4,10,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcSerDeStats,2,,599,64,510,124,401,25,,,317,362,101,,300,0.05,3,22,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcSplit,1,,141,18,108,28,82,15,,,66,76,24,,60,0.14,2,5,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcSplitElimination,2,,675,77,574,174,429,25,,,404,481,144,,401,0.04,8,34,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestOrcStruct,1,,97,5,92,23,79,0,,,70,75,17,,70,0.00,2,4,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestVectorizedORCReader,6,,193,18,160,58,123,15,,,103,123,51,,84,0.09,14,18,
Public Class,org.apache.hadoop.hive.ql.io.orc.TestVectorizedOrcAcidRowBatchReader,2,,1184,167,897,231,711,131,,,484,566,191,,464,0.15,12,69,
Public Class,org.apache.hadoop.hive.ql.io.orc.VectorizedOrcAcidRowBatchReader,4,,2155,189,1442,432,915,550,,,668,955,356,,702,0.38,26,133,
Public Class,org.apache.hadoop.hive.ql.io.orc.VectorizedOrcInputFormat,2,,180,24,141,54,74,15,,,61,91,37,,66,0.11,4,9,
Public Class,org.apache.hadoop.hive.ql.io.orc.WriterImpl,5,,273,9,239,66,179,25,,,125,148,57,,104,0.10,26,39,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.CacheChunk,1,,54,9,40,17,13,5,,,13,23,11,,12,0.13,1,9,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.EncodedOrcFile,1,,43,8,28,12,8,7,,,9,17,9,,8,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.EncodedTreeReaderFactory,11,,2885,401,2386,837,1226,124,,,1105,1625,674,,1035,0.05,27,53,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.IncompleteCb,1,,19,3,16,8,4,1,,,4,9,5,,4,0.06,1,4,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.OrcBatchKey,1,,45,7,36,17,15,2,,,16,26,13,,14,0.06,4,10,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.SettableUncompressedStream,1,,22,3,18,4,9,1,,,7,12,4,,8,0.06,2,4,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.StreamUtils,3,,44,3,25,8,15,17,,,10,17,8,,13,0.68,3,5,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.TestEncodedOrcFile,1,,41,5,28,13,18,10,,,11,15,9,,11,0.36,1,2,
Public Class,org.apache.hadoop.hive.ql.io.orc.encoded.TestEncodedReaderImpl,4,,49,0,49,12,41,0,,,41,46,11,,40,0.00,4,4,
Public Class,org.apache.hadoop.hive.ql.io.parquet.HiveParquetSchemaTestUtils,2,,87,11,72,36,41,4,,,33,46,26,,36,0.06,3,11,
Public Class,org.apache.hadoop.hive.ql.io.parquet.LeafFilterFactory,8,,207,11,170,37,112,30,,,43,70,22,,51,0.18,8,15,
Public Class,org.apache.hadoop.hive.ql.io.parquet.MapredParquetInputFormat,2,,71,11,51,22,19,9,,,16,29,11,,19,0.18,4,11,
Public Class,org.apache.hadoop.hive.ql.io.parquet.MapredParquetOutputFormat,2,,92,14,59,36,21,19,,,17,26,14,,18,0.32,4,9,
Public Class,org.apache.hadoop.hive.ql.io.parquet.ProjectionPusher,6,,157,18,121,32,86,20,,,52,80,28,,66,0.17,17,25,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestArrayCompatibility,1,,593,100,478,80,432,42,,,281,304,57,,281,0.09,1,11,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestDataWritableWriter,1,,556,84,458,125,360,15,,,239,286,93,,211,0.03,2,46,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestHiveSchemaConverter,1,,445,41,401,85,304,3,,,85,118,53,,85,0.01,1,32,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestMapStructures,1,,526,64,456,50,426,6,,,283,298,36,,283,0.01,1,7,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestMapredParquetInputFormat,1,,15,2,13,6,4,0,,,2,5,3,,2,0.00,1,2,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestMapredParquetOutputFormat,1,,61,9,52,17,34,0,,,22,29,12,,23,0.00,2,5,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestParquetRowGroupFilter,1,,105,19,82,29,59,4,,,49,59,26,,46,0.05,2,7,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestParquetSerDe,3,,140,23,103,34,79,14,,,72,87,34,,72,0.14,7,14,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestVectorizedColumnReader,1,,116,17,99,42,44,1,,,44,63,25,,43,0.01,1,15,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestVectorizedDictionaryEncodingColumnReader,1,,73,12,61,26,23,0,,,23,36,14,,22,0.00,1,12,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestVectorizedListColumnReader,3,,327,24,297,67,230,6,,,191,250,62,,209,0.02,9,55,
Public Class,org.apache.hadoop.hive.ql.io.parquet.TestVectorizedMapColumnReader,4,,306,18,286,64,230,2,,,171,215,59,,178,0.01,8,47,
Public Class,org.apache.hadoop.hive.ql.io.parquet.VectorizedColumnReaderTestBase,3,,1013,69,943,266,714,3,,,510,652,235,,519,0.00,8,130,
Public Class,org.apache.hadoop.hive.ql.io.parquet.VectorizedParquetInputFormat,1,,36,5,28,17,9,3,,,9,14,9,,5,0.11,1,4,
Public Class,org.apache.hadoop.hive.ql.io.parquet.convert.DataWritableRecordConverter,1,,25,4,16,7,5,5,,,4,8,5,,3,0.31,1,3,
Public Class,org.apache.hadoop.hive.ql.io.parquet.convert.HiveCollectionConverter,2,,165,21,139,53,64,10,,,50,79,35,,46,0.07,4,15,
Public Class,org.apache.hadoop.hive.ql.io.parquet.convert.HiveSchemaConverter,4,,142,8,129,36,95,6,,,54,88,26,,74,0.05,24,33,
Public Class,org.apache.hadoop.hive.ql.io.parquet.convert.HiveStructConverter,3,,194,20,159,41,90,16,,,69,112,38,,80,0.10,7,39,
Public Class,org.apache.hadoop.hive.ql.io.parquet.convert.MyConverterParent,1,,25,5,17,8,6,3,,,7,11,6,,6,0.18,1,3,
Public Class,org.apache.hadoop.hive.ql.io.parquet.convert.TestETypeConverter,1,,456,49,403,270,247,4,,,220,271,197,,189,0.01,8,56,
Public Class,org.apache.hadoop.hive.ql.io.parquet.convert.TestGetDataColumnReaderByType,1,,137,13,121,66,79,3,,,50,64,40,,50,0.02,1,13,
Public Class,org.apache.hadoop.hive.ql.io.parquet.read.DataWritableReadSupport,4,,483,42,325,104,212,116,,,125,198,82,,166,0.36,12,70,
Public Class,org.apache.hadoop.hive.ql.io.parquet.read.ParquetFilterPredicateConverter,6,,118,8,101,22,72,10,,,35,57,20,,46,0.10,14,22,
Public Class,org.apache.hadoop.hive.ql.io.parquet.read.ParquetRecordReaderWrapper,3,,134,16,114,32,69,8,,,43,67,20,,53,0.07,8,23,
Public Class,org.apache.hadoop.hive.ql.io.parquet.read.TestDataWritableReadSupport,1,,89,9,80,21,63,0,,,10,16,11,,10,0.00,1,5,
Public Class,org.apache.hadoop.hive.ql.io.parquet.read.TestParquetFilterPredicate,1,,693,73,610,242,500,12,,,240,269,153,,218,0.02,1,29,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.ArrayWritableObjectInspector,4,,303,40,244,71,144,19,,,111,174,55,,130,0.08,19,58,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.DeepParquetHiveMapInspector,6,,58,11,40,8,24,7,,,13,27,9,,20,0.17,10,11,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.ParquetHiveArrayInspector,2,,141,24,112,35,57,5,,,39,68,22,,51,0.04,6,29,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.ParquetHiveSerDe,3,,370,42,291,95,183,37,,,140,210,90,,163,0.13,9,61,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.ParquetTableUtils,1,,5,1,4,2,1,0,,,1,3,2,,1,0.00,1,1,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.StandardParquetHiveMapInspector,4,,38,4,29,8,16,5,,,10,20,7,,15,0.17,7,8,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.TestAbstractParquetMapInspector,1,,72,13,56,26,28,3,,,27,37,18,,24,0.05,1,6,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.TestArrayWritableObjectInspector,1,,50,6,38,21,22,6,,,23,30,19,,23,0.16,2,6,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.TestDeepParquetHiveMapInspector,1,,63,11,49,21,28,3,,,27,34,14,,24,0.06,1,6,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.TestParquetHiveArrayInspector,1,,56,11,42,17,23,3,,,24,31,12,,23,0.07,2,6,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.TestParquetTimestampUtils,1,,389,53,301,83,257,35,,,251,269,73,,253,0.12,3,20,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.TestStandardParquetHiveMapInspector,1,,62,10,49,21,28,3,,,27,34,14,,24,0.06,1,6,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.primitive.ParquetByteInspector,2,,41,7,29,12,9,5,,,8,16,7,,9,0.17,2,9,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.primitive.ParquetPrimitiveInspectorFactory,1,,14,2,7,5,3,5,,,3,5,5,,3,0.71,1,1,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.primitive.ParquetShortInspector,2,,41,7,29,12,9,5,,,8,16,7,,9,0.17,2,9,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.primitive.ParquetStringInspector,3,,96,17,73,14,39,6,,,19,39,8,,31,0.08,7,21,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.primitive.TestParquetByteInspector,1,,46,8,38,20,14,0,,,15,23,13,,14,0.00,1,7,
Public Class,org.apache.hadoop.hive.ql.io.parquet.serde.primitive.TestParquetShortInspector,1,,46,8,38,20,14,0,,,15,23,13,,14,0.00,1,7,
Public Class,org.apache.hadoop.hive.ql.io.parquet.timestamp.NanoTime,1,,47,6,37,15,18,4,,,20,28,14,,18,0.11,1,7,
Public Class,org.apache.hadoop.hive.ql.io.parquet.timestamp.NanoTimeUtils,2,,110,14,82,33,65,16,,,56,66,32,,52,0.20,4,9,
Public Class,org.apache.hadoop.hive.ql.io.parquet.timestamp.ParquetTimestampUtils,5,,60,6,49,12,40,5,,,25,32,11,,23,0.10,5,10,
Public Class,org.apache.hadoop.hive.ql.io.parquet.vector.VectorizedDummyColumnReader,1,,16,2,11,4,4,3,,,4,7,3,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.io.parquet.vector.VectorizedListColumnReader,7,,505,32,398,61,292,75,,,180,257,64,,204,0.19,29,125,
Public Class,org.apache.hadoop.hive.ql.io.parquet.vector.VectorizedMapColumnReader,1,,40,4,30,13,20,6,,,21,24,11,,17,0.20,1,2,
Public Class,org.apache.hadoop.hive.ql.io.parquet.vector.VectorizedParquetRecordReader,3,,531,57,410,124,259,64,,,179,264,101,,197,0.16,14,80,
Public Class,org.apache.hadoop.hive.ql.io.parquet.vector.VectorizedPrimitiveColumnReader,7,,674,30,615,115,422,29,,,282,389,64,,327,0.05,57,141,
Public Class,org.apache.hadoop.hive.ql.io.parquet.vector.VectorizedStructColumnReader,3,,31,5,26,11,12,0,,,13,18,9,,9,0.00,5,6,
Public Class,org.apache.hadoop.hive.ql.io.parquet.write.DataWritableWriteSupport,1,,54,8,41,20,19,5,,,21,28,16,,13,0.12,1,6,
Public Class,org.apache.hadoop.hive.ql.io.parquet.write.DataWritableWriter,5,,554,87,432,162,215,37,,,206,301,146,,189,0.09,18,27,
Public Class,org.apache.hadoop.hive.ql.io.parquet.write.ParquetRecordWriterWrapper,2,,137,22,111,42,59,4,,,47,69,27,,52,0.04,4,20,
Public Class,org.apache.hadoop.hive.ql.io.protobuf.ProtobufBytesWritableSerDe,2,,38,4,30,13,14,4,,,9,15,7,,9,0.13,2,5,
Public Class,org.apache.hadoop.hive.ql.io.protobuf.ProtobufMessageSerDe,1,,16,2,10,5,2,4,,,2,5,3,,2,0.40,1,2,
Public Class,org.apache.hadoop.hive.ql.io.protobuf.TestProtoMessageSerDe,1,,200,25,172,53,133,3,,,70,85,39,,67,0.02,2,14,
Public Class,org.apache.hadoop.hive.ql.io.rcfile.merge.RCFileBlockMergeInputFormat,1,,12,3,9,5,2,0,,,2,4,2,,2,0.00,1,1,
Public Class,org.apache.hadoop.hive.ql.io.rcfile.merge.RCFileBlockMergeRecordReader,1,,108,20,83,27,41,6,,,40,58,21,,39,0.07,4,17,
Public Class,org.apache.hadoop.hive.ql.io.rcfile.merge.RCFileKeyBufferWrapper,1,,84,20,64,29,18,0,,,24,42,25,,18,0.00,1,17,
Public Class,org.apache.hadoop.hive.ql.io.rcfile.merge.RCFileValueBufferWrapper,1,,32,8,24,12,5,0,,,6,13,8,,5,0.00,1,6,
Public Class,org.apache.hadoop.hive.ql.io.rcfile.truncate.ColumnTruncateMapper,3,,199,28,149,56,94,22,,,78,105,46,,75,0.15,8,24,
Public Class,org.apache.hadoop.hive.ql.io.rcfile.truncate.ColumnTruncateTask,3,,191,33,145,38,100,13,,,74,99,29,,81,0.09,19,26,
Public Class,org.apache.hadoop.hive.ql.io.rcfile.truncate.ColumnTruncateWork,1,,114,23,82,35,28,9,,,35,56,30,,27,0.11,1,20,
Public Class,org.apache.hadoop.hive.ql.io.sarg.ConvertAstToSearchArg,4,,563,50,438,94,299,80,,,192,289,80,,229,0.18,19,118,
Public Class,org.apache.hadoop.hive.ql.io.sarg.ExpressionTree,2,,154,14,131,25,85,9,,,67,97,28,,71,0.07,9,31,
Public Class,org.apache.hadoop.hive.ql.io.sarg.SearchArgumentFactory,1,,16,2,11,4,3,3,,,3,7,4,,3,0.27,1,3,
Public Class,org.apache.hadoop.hive.ql.io.sarg.TestConvertAstToSearchArg,1,,2880,104,2745,228,2641,51,,,429,456,159,,416,0.02,4,25,
Public Class,org.apache.hadoop.hive.ql.io.sarg.TestSearchArgumentFactory,1,,152,12,140,23,120,0,,,22,32,15,,24,0.00,3,7,
Public Class,org.apache.hadoop.hive.ql.io.sarg.TestSearchArgumentImpl,1,,434,22,395,54,335,17,,,82,105,31,,85,0.04,4,21,
Public Class,org.apache.hadoop.hive.ql.io.udf.Rot13OutputFormat,1,,41,2,39,15,23,0,,,13,19,8,,12,0.00,1,1,
Public Class,org.apache.hadoop.hive.ql.lib.CompositeProcessor,2,,22,3,14,6,4,5,,,4,9,5,,4,0.36,2,3,
Public Class,org.apache.hadoop.hive.ql.lib.CostLessRuleDispatcher,2,,42,4,20,10,8,18,,,10,14,8,,7,0.90,2,3,
Public Class,org.apache.hadoop.hive.ql.lib.DefaultGraphWalker,3,,154,14,77,20,47,65,,,36,57,21,,43,0.84,7,18,
Public Class,org.apache.hadoop.hive.ql.lib.DefaultRuleDispatcher,3,,70,7,35,13,18,28,,,16,24,11,,14,0.80,5,6,
Public Class,org.apache.hadoop.hive.ql.lib.ExpressionWalker,2,,83,12,51,16,28,20,,,26,38,16,,27,0.39,4,6,
Public Class,org.apache.hadoop.hive.ql.lib.ForwardWalker,3,,58,4,39,10,21,15,,,15,27,8,,19,0.38,4,10,
Public Class,org.apache.hadoop.hive.ql.lib.LevelOrderWalker,3,,125,12,66,21,36,47,,,26,44,16,,32,0.71,8,14,
Public Class,org.apache.hadoop.hive.ql.lib.PreOrderOnceWalker,2,,55,6,27,6,14,22,,,10,19,6,,14,0.81,5,7,
Public Class,org.apache.hadoop.hive.ql.lib.PreOrderWalker,4,,49,5,22,4,11,22,,,6,16,5,,11,1.00,6,7,
Public Class,org.apache.hadoop.hive.ql.lib.RuleExactMatch,2,,62,4,25,9,10,33,,,11,18,8,,11,1.32,5,7,
Public Class,org.apache.hadoop.hive.ql.lib.RuleRegExp,4,,270,22,154,37,98,94,,,74,116,40,,90,0.61,11,41,
Public Class,org.apache.hadoop.hive.ql.lib.SubqueryExpressionWalker,2,,34,4,17,4,9,13,,,6,11,4,,7,0.76,3,4,
Public Class,org.apache.hadoop.hive.ql.lib.TaskGraphWalker,3,,157,17,96,25,57,44,,,44,71,27,,50,0.46,10,19,
Public Class,org.apache.hadoop.hive.ql.lib.TaskGraphWalker.TaskGraphWalkerContext,2,,12,1,11,4,3,0,,,3,7,4,,3,0.00,2,3,
Public Class,org.apache.hadoop.hive.ql.lib.TestRuleRegExp,3,,86,7,75,22,51,4,,,38,49,16,,41,0.05,3,6,
Public Class,org.apache.hadoop.hive.ql.lib.TestRuleRegExp.TestNode,1,,17,3,14,7,3,0,,,4,8,5,,3,0.00,1,3,
Public Class,org.apache.hadoop.hive.ql.lib.TypeRule,2,,27,4,20,7,7,3,,,6,12,5,,7,0.15,3,5,
Public Class,org.apache.hadoop.hive.ql.lib.Utils,3,,45,7,22,6,13,16,,,15,22,8,,17,0.73,3,6,
Public Class,org.apache.hadoop.hive.ql.lockmgr.DummyTxnManager,2,,406,55,312,103,162,40,,,106,181,65,,133,0.13,15,74,
Public Class,org.apache.hadoop.hive.ql.lockmgr.EmbeddedLockManager,2,,450,55,389,110,206,7,,,148,254,90,,186,0.02,8,46,
Public Class,org.apache.hadoop.hive.ql.lockmgr.HiveLockManagerCtx,1,,18,4,14,6,3,0,,,4,9,6,,3,0.00,1,4,
Public Class,org.apache.hadoop.hive.ql.lockmgr.HiveLockObj,1,,29,6,23,9,7,0,,,9,16,9,,7,0.00,1,6,
Public Class,org.apache.hadoop.hive.ql.lockmgr.HiveLockObject,2,,291,43,216,61,124,34,,,99,149,55,,101,0.16,6,30,
Public Class,org.apache.hadoop.hive.ql.lockmgr.ITestDbTxnManager,3,,57,8,43,11,30,6,,,22,27,8,,21,0.14,6,9,
Public Class,org.apache.hadoop.hive.ql.lockmgr.LockException,1,,29,5,21,8,7,3,,,7,14,8,,6,0.14,1,6,
Public Class,org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManager,1,,573,47,495,152,372,37,,,340,392,126,,338,0.07,4,46,
Public Class,org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManager2,2,,4625,591,3691,576,3157,421,,,2418,2656,419,,2484,0.11,33,357,
Public Class,org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManagerIsolationProperties,1,,244,35,181,57,153,28,,,148,160,52,,149,0.15,2,12,
Public Class,org.apache.hadoop.hive.ql.lockmgr.TestDummyTxnManager,2,,172,27,126,48,94,19,,,89,100,38,,84,0.15,2,9,
Public Class,org.apache.hadoop.hive.ql.lockmgr.TestEmbeddedLockManager,1,,106,18,84,28,76,4,,,76,79,26,,71,0.05,1,2,
Public Class,org.apache.hadoop.hive.ql.lockmgr.TestHiveLockObject,1,,41,4,37,22,29,0,,,21,24,13,,21,0.00,1,2,
Public Class,org.apache.hadoop.hive.ql.lockmgr.TxnManagerFactory,2,,59,6,28,10,15,25,,,11,18,8,,12,0.89,3,6,
Public Class,org.apache.hadoop.hive.ql.lockmgr.zookeeper.CuratorFrameworkSingleton,3,,39,4,33,8,21,2,,,14,21,8,,14,0.06,3,5,
Public Class,org.apache.hadoop.hive.ql.lockmgr.zookeeper.TestZookeeperLockManager,2,,162,21,141,48,92,0,,,92,107,38,,81,0.00,3,10,
Public Class,org.apache.hadoop.hive.ql.lockmgr.zookeeper.ZooKeeperHiveLock,1,,76,12,64,24,30,0,,,27,42,19,,24,0.00,4,14,
Public Class,org.apache.hadoop.hive.ql.lockmgr.zookeeper.ZooKeeperHiveLockManager,5,,781,89,579,131,387,114,,,247,377,115,,311,0.20,18,124,
Public Class,org.apache.hadoop.hive.ql.log.HiveEventCounter,2,,95,14,77,37,36,4,,,30,49,25,,31,0.05,5,15,
Public Class,org.apache.hadoop.hive.ql.log.LogDivertAppender,3,,215,26,131,59,106,58,,,88,102,50,,88,0.44,3,3,
Public Class,org.apache.hadoop.hive.ql.log.NullAppender,1,,29,5,20,11,7,4,,,7,12,8,,7,0.20,1,4,
Public Class,org.apache.hadoop.hive.ql.log.PerfLogger,2,,239,23,189,105,140,27,,,122,155,106,,65,0.14,6,29,
Public Class,org.apache.hadoop.hive.ql.log.PerfLoggerTest,2,,73,2,65,14,45,6,,,35,49,15,,42,0.09,3,11,
Public Class,org.apache.hadoop.hive.ql.log.PidFilePatternConverter,1,,35,4,18,9,4,13,,,4,9,5,,4,0.72,1,4,
Public Class,org.apache.hadoop.hive.ql.log.SlidingFilenameRolloverStrategy,1,,52,5,33,18,10,14,,,7,14,9,,7,0.42,1,5,
Public Class,org.apache.hadoop.hive.ql.log.TestLog4j2Appenders,1,,61,10,43,14,32,8,,,32,36,11,,32,0.19,1,3,
Public Class,org.apache.hadoop.hive.ql.log.TestSlidingFilenameRolloverStrategy,2,,101,15,68,29,46,18,,,37,49,25,,35,0.26,5,9,
Public Class,org.apache.hadoop.hive.ql.log.TestSyslogInputFormat,1,,356,10,346,178,304,60,,,220,241,141,,230,0.17,1,27,
Public Class,org.apache.hadoop.hive.ql.log.syslog.SyslogInputFormat,4,,226,12,163,63,113,51,,,85,116,53,,95,0.31,12,29,
Public Class,org.apache.hadoop.hive.ql.log.syslog.SyslogParser,4,,755,134,429,92,313,195,,,242,321,91,,262,0.45,19,102,
Public Class,org.apache.hadoop.hive.ql.log.syslog.SyslogSerDe,1,,65,10,54,27,23,1,,,23,33,17,,19,0.02,3,9,
Public Class,org.apache.hadoop.hive.ql.log.syslog.SyslogStorageHandler,1,,79,13,52,30,8,14,,,9,23,15,,8,0.27,1,13,
Public Class,org.apache.hadoop.hive.ql.log.syslog.TestSysLogSerDe,1,,90,17,70,17,62,3,,,54,57,13,,54,0.04,1,2,
Public Class,org.apache.hadoop.hive.ql.metadata.AuthorizationException,1,,35,5,15,6,5,15,,,5,10,6,,4,1.00,1,4,
Public Class,org.apache.hadoop.hive.ql.metadata.CheckConstraint,2,,126,18,102,39,53,6,,,52,79,38,,51,0.06,8,19,
Public Class,org.apache.hadoop.hive.ql.metadata.CheckJDOException,1,,10,2,5,2,1,3,,,1,3,2,,1,0.60,1,1,
Public Class,org.apache.hadoop.hive.ql.metadata.DefaultConstraint,2,,106,11,89,33,49,6,,,47,69,33,,46,0.07,8,19,
Public Class,org.apache.hadoop.hive.ql.metadata.DefaultConstraint.DefaultConstraintCol,1,,15,1,14,7,5,0,,,10,12,7,,5,0.00,1,1,
Public Class,org.apache.hadoop.hive.ql.metadata.DefaultStorageHandler,1,,78,12,53,31,8,13,,,9,23,15,,8,0.25,1,13,
Public Class,org.apache.hadoop.hive.ql.metadata.Dimension,2,,59,8,46,17,21,5,,,18,29,13,,16,0.11,4,12,
Public Class,org.apache.hadoop.hive.ql.metadata.DummyPartition,1,,70,11,52,23,20,7,,,19,33,17,,18,0.13,2,12,
Public Class,org.apache.hadoop.hive.ql.metadata.DummySemanticAnalyzerHook,2,,36,10,26,9,11,0,,,6,12,5,,7,0.00,4,7,
Public Class,org.apache.hadoop.hive.ql.metadata.DummySemanticAnalyzerHook1,2,,40,5,35,15,19,0,,,17,24,11,,17,0.00,3,6,
Public Class,org.apache.hadoop.hive.ql.metadata.ForeignKeyInfo,2,,121,13,99,36,52,9,,,50,74,35,,47,0.09,8,21,
Public Class,org.apache.hadoop.hive.ql.metadata.ForeignKeyInfo.ForeignKeyCol,1,,22,1,21,11,8,0,,,16,18,10,,8,0.00,1,1,
Public Class,org.apache.hadoop.hive.ql.metadata.Hive,3,,6638,524,4620,1136,3080,1504,,,1814,2812,869,,2353,0.33,27,1035,
Public Class,org.apache.hadoop.hive.ql.metadata.HiveException,1,,71,13,39,16,14,19,,,15,27,14,,13,0.49,1,11,
Public Class,org.apache.hadoop.hive.ql.metadata.HiveFatalException,1,,18,5,13,5,3,0,,,3,8,5,,3,0.00,1,4,
Public Class,org.apache.hadoop.hive.ql.metadata.HiveMetaStoreClientWithLocalCache,4,,725,76,563,195,349,86,,,225,350,142,,272,0.15,7,91,
Public Class,org.apache.hadoop.hive.ql.metadata.HiveRelOptMaterialization,1,,70,12,50,22,18,8,,,21,32,17,,16,0.16,1,10,
Public Class,org.apache.hadoop.hive.ql.metadata.InvalidTableException,1,,16,3,10,4,3,3,,,4,7,4,,3,0.30,1,2,
Public Class,org.apache.hadoop.hive.ql.metadata.JarUtils,4,,291,18,193,53,136,80,,,106,146,52,,130,0.41,8,41,
Public Class,org.apache.hadoop.hive.ql.metadata.MaterializationValidationResult,1,,18,3,15,7,4,0,,,6,10,6,,4,0.00,1,3,
Public Class,org.apache.hadoop.hive.ql.metadata.MaterializedViewMetadata,1,,96,17,72,18,42,7,,,25,40,15,,28,0.10,2,16,
Public Class,org.apache.hadoop.hive.ql.metadata.MaterializedViewsCache,2,,227,34,173,46,111,20,,,79,119,40,,97,0.12,4,32,
Public Class,org.apache.hadoop.hive.ql.metadata.NotNullConstraint,2,,72,9,58,19,30,5,,,28,44,19,,29,0.09,7,16,
Public Class,org.apache.hadoop.hive.ql.metadata.Partition,2,,569,68,385,104,212,117,,,140,245,89,,180,0.30,10,103,
Public Class,org.apache.hadoop.hive.ql.metadata.PartitionIterable,1,,175,22,118,31,74,38,,,52,74,30,,45,0.32,3,8,
Public Class,org.apache.hadoop.hive.ql.metadata.PrimaryKeyInfo,2,,115,19,90,29,38,6,,,38,65,29,,37,0.07,8,27,
